SN,Year,MoDaHrMnSecs,Lat,Lon,Dep,MMf,sd2,n2,nMw
294509.,2015,0102192233.91,37.2665,20.5111,22,3.6,0.220,2,0
294517.,2015,0102231352.02,35.2158,23.1852,17,3.2,0.220,2,0
294524.,2015,0103015945.69,40.6015,24.1010,14,3.0,0.230,1,0
294531.,2015,0103081615.02,37.0517,27.4674,13,3.3,0.220,2,0
294543.,2015,0103130520.47,38.3671,21.7745,10,3.9,0.114,5,0
294547.,2015,0103160222.81,35.4897,27.3821,16,3.2,0.158,3,0
294550.,2015,0103215745.72,35.2220,27.1073,4,3.1,0.220,1,0
294563.,2015,0104050538.64,35.1573,25.8675,10,3.8,0.099,6,0
294564.,2015,0104061844.40,35.0958,25.8785,5,3.0,0.220,1,0
294565.,2015,0104064244.09,35.1232,25.8612,8,4.0,0.099,6,0
294576.,2015,0104160023.69,34.4520,26.8567,30,3.4,0.240,2,0
294579.,2015,0104164852.67,35.0979,25.8647,10,3.3,0.130,4,0
294580.,2015,0104171312.00,34.7675,23.4263,18,3.1,0.220,2,0
294582.,2015,0104221036.47,40.7715,21.7157,6,3.2,0.135,4,0
294583.,2015,0104221903.80,36.9582,28.2968,12,3.0,0.230,1,0
294586.,2015,0104230950.89,36.2377,28.5303,57,3.5,0.380,1,0
294595.,2015,0105053538.23,39.4368,20.6948,8,3.7,0.103,6,0
294596.,2015,0105054856.80,36.8938,27.5557,6,3.0,0.220,1,0
294600.,2015,0105072834.70,36.9542,28.2878,5,3.2,0.158,3,0
294604.,2015,0105115401.05,34.8890,26.3050,15,4.5,0.067,10,1
294606.,2015,0105121758.50,39.6528,20.3930,5,3.0,0.220,1,0
294612.,2015,0105150414.60,38.6337,23.4055,14,3.5,0.220,2,0
294615.,2015,0105162842.99,38.7388,23.5010,10,3.3,0.158,3,0
294616.,2015,0105171958.97,38.7440,23.4963,10,3.1,0.220,1,0
294622.,2015,0105204446.79,34.9148,24.9558,43,3.5,0.125,5,0
294638.,2015,0106085302.77,36.2918,21.9594,10,3.6,0.225,2,0
294639.,2015,0106091616.93,39.3016,27.8743,7,3.4,0.158,3,0
294649.,2015,0106210130.70,39.3215,27.0527,6,3.3,0.158,3,0
294650.,2015,0106210347.60,39.3220,27.0465,6,3.2,0.158,3,0
294653.,2015,0106213215.10,39.4288,20.7305,0,3.1,0.220,2,0
294656.,2015,0107002642.40,34.8855,24.1068,14,3.5,0.220,2,0
294657.,2015,0107003457.03,34.7133,23.9425,23,3.3,0.220,2,0
294658.,2015,0107013802.80,39.2930,29.0680,18,3.5,0.230,1,0
294659.,2015,0107025940.41,38.9089,26.2867,18,3.1,0.158,3,0
294680.,2015,0107212840.93,35.0121,24.5947,12,3.5,0.132,4,0
294697.,2015,0108061714.38,40.1429,27.0925,14,3.1,0.230,1,0
294698.,2015,0108061732.90,40.1537,27.0577,4,3.1,0.158,3,0
294712.,2015,0108153010.65,34.7355,23.9207,21,3.1,0.220,1,0
294727.,2015,0109033108.98,35.5013,27.7312,10,3.3,0.230,1,0
294729.,2015,0109051009.48,38.3156,20.3638,17,3.1,0.220,1,0
294738.,2015,0109112235.20,36.1425,27.0800,24,3.0,0.220,1,0
294756.,2015,0109234941.72,36.6717,27.0174,136,3.6,0.255,2,0
294763.,2015,0110043209.45,38.2036,27.0583,12,4.2,0.087,7,0
294767.,2015,0110064316.47,35.4931,27.7549,9,3.5,0.099,6,0
294780.,2015,0110120555.37,35.7302,21.6356,15,3.8,0.111,5,0
294782.,2015,0110140002.74,35.2790,26.1690,15,4.2,0.067,9,1
294784.,2015,0110152223.70,36.5067,27.4788,4,3.4,0.158,3,0
294788.,2015,0110191112.38,35.5944,25.3436,70,3.6,0.184,3,0
294791.,2015,0110204851.20,34.2633,26.3370,9,3.1,0.230,1,0
294797.,2015,0110222225.56,35.5364,26.5204,20,3.6,0.115,5,0
294812.,2015,0111081756.86,40.8116,20.6237,13,3.2,0.156,3,0
294813.,2015,0111093156.10,36.5095,27.4412,25,3.1,0.158,3,0
294818.,2015,0111121150.60,35.7760,27.1760,16,3.1,0.220,1,0
294820.,2015,0111125506.42,37.0646,23.6681,116,3.8,0.255,2,0
294823.,2015,0111150635.60,38.1328,26.8958,23,3.2,0.158,3,0
294830.,2015,0111225644.60,38.1990,27.0580,7,3.2,0.158,3,0
294833.,2015,0111231735.50,36.6710,26.6742,5,3.0,0.220,1,0
294836.,2015,0112004427.20,35.5708,26.4662,8,3.2,0.158,3,0
294853.,2015,0112100028.19,34.3981,26.1976,49,3.8,0.250,2,0
294858.,2015,0112132534.10,40.2003,25.1275,7,3.0,0.225,2,0
294859.,2015,0112132845.80,40.2048,25.1335,6,3.1,0.225,2,0
294878.,2015,0113010337.00,34.7047,23.8710,21,3.2,0.220,2,0
294882.,2015,0113042201.18,34.4800,23.7840,17,3.0,0.220,1,0
294883.,2015,0113061257.40,39.3120,27.6010,5,3.3,0.230,1,0
294888.,2015,0113111909.73,36.3680,22.6960,60,4.7,0.075,9,2
294896.,2015,0113161850.36,41.2902,19.9143,10,3.2,0.220,1,0
294904.,2015,0113224551.41,36.9569,28.2669,11,3.6,0.132,4,0
294906.,2015,0113224842.52,35.4804,27.3106,14,3.9,0.115,5,0
294908.,2015,0114002713.50,34.9522,24.0827,9,3.2,0.158,3,0
294928.,2015,0114171831.00,37.3760,20.7817,10,3.3,0.220,2,0
294943.,2015,0115040816.70,36.6133,25.5865,15,3.2,0.158,3,0
294946.,2015,0115064458.28,38.8117,21.2367,30,3.0,0.220,1,0
294954.,2015,0115113037.20,34.8370,25.6388,0,3.2,0.158,3,0
294957.,2015,0115131458.87,33.2746,25.0110,15,3.8,0.230,2,0
294978.,2015,0116031655.14,38.0881,20.3413,18,3.4,0.156,3,0
294984.,2015,0116063252.69,38.0493,23.7329,23,3.4,0.158,3,0
295000.,2015,0116213200.50,34.9666,24.9194,51,3.8,0.113,6,0
295006.,2015,0117015940.63,34.9233,26.7147,5,3.9,0.096,7,0
295008.,2015,0117032257.53,35.9947,22.3577,13,3.0,0.220,1,0
295024.,2015,0117213054.20,36.1288,22.3235,2,3.1,0.220,2,0
295028.,2015,0117221824.06,36.4875,27.4376,19,3.1,0.158,3,0
295036.,2015,0118060223.08,38.2055,20.4732,12,3.3,0.220,1,0
295038.,2015,0118063300.70,39.3435,29.0282,5,3.0,0.230,1,0
295039.,2015,0118063355.06,36.6530,21.3622,37,3.1,0.220,2,0
295057.,2015,0118182959.08,38.4267,20.5625,9,3.4,0.220,2,0
295064.,2015,0119001749.60,35.0072,24.8793,37,3.0,0.220,1,0
295067.,2015,0119042219.50,38.4265,20.5573,11,3.1,0.220,1,0
295070.,2015,0119050115.74,35.4279,26.0243,11,3.6,0.148,3,0
295079.,2015,0119111043.40,40.8653,28.6820,16,3.2,0.230,1,0
295089.,2015,0119225952.91,39.4182,26.3631,15,3.9,0.110,5,0
295090.,2015,0119232538.72,35.9316,29.1923,35,3.2,0.184,3,0
295093.,2015,0120005831.93,38.3450,22.0750,11,3.8,0.099,6,0
295096.,2015,0120024554.20,36.7131,20.4505,16,3.2,0.158,3,0
295097.,2015,0120024643.46,35.4522,29.5922,25,3.0,0.287,2,0
295110.,2015,0120160600.63,34.6729,23.7215,14,3.9,0.132,4,0
295115.,2015,0120211444.92,35.5442,27.1577,29,3.3,0.220,1,0
295120.,2015,0121013008.81,42.7410,20.3320,15,4.3,0.103,6,0
295121.,2015,0121014717.00,42.7680,20.3160,14,3.0,0.220,1,0
295126.,2015,0121062411.50,39.3398,29.0125,5,3.0,0.230,1,0
295132.,2015,0121124211.50,35.9678,22.5688,1,3.2,0.220,2,0
295133.,2015,0121131011.49,34.7564,24.6503,31,3.6,0.234,2,0
295143.,2015,0121190009.24,38.3018,20.4548,18,3.3,0.162,3,0
295146.,2015,0121193609.70,37.1023,21.5070,22,3.2,0.220,2,0
295154.,2015,0122014158.20,37.1808,25.2442,16,3.2,0.220,2,0
295159.,2015,0122044655.31,36.5704,26.5085,143,4.0,0.255,2,0
295161.,2015,0122052937.00,36.0395,23.4553,7,3.3,0.158,3,0
295163.,2015,0122063320.70,34.3935,24.1557,13,3.3,0.220,2,0
295170.,2015,0122102257.95,37.4181,19.9353,17,3.5,0.220,1,0
295177.,2015,0122180108.88,35.1899,23.2062,53,3.8,0.113,6,0
295181.,2015,0122205248.90,40.6215,23.2827,13,3.1,0.158,3,0
295186.,2015,0123044535.52,36.6603,26.7904,140,3.8,0.255,2,0
295193.,2015,0123101945.21,40.0460,28.5720,15,4.3,0.070,8,1
295197.,2015,0123112525.30,35.5652,26.7687,12,3.0,0.230,1,0
295200.,2015,0123130640.36,38.6456,26.1949,9,3.1,0.158,3,0
295224.,2015,0124055640.49,41.4991,19.6372,9,3.0,0.220,1,0
295225.,2015,0124063023.40,35.5943,27.7573,7,3.2,0.230,1,0
295232.,2015,0124091354.00,35.7108,27.7147,0,3.0,0.225,2,0
295235.,2015,0124104309.10,38.1430,20.3960,18,3.1,0.220,2,0
295236.,2015,0124104646.32,38.1195,20.3768,20,3.4,0.220,2,0
295237.,2015,0124115650.09,34.8914,27.0076,12,3.5,0.096,7,0
295239.,2015,0124125957.11,39.9262,23.4690,17,3.4,0.158,3,0
295244.,2015,0124154124.50,40.0825,28.5977,3,3.0,0.230,1,0
295246.,2015,0124170154.74,40.7072,20.6005,18,3.1,0.169,3,0
295250.,2015,0124212533.17,38.9032,26.2302,6,3.0,0.230,1,0
295263.,2015,0125075625.58,34.1870,26.2546,36,4.0,0.107,6,0
295265.,2015,0125081558.10,39.3338,27.8925,16,3.5,0.225,2,0
295269.,2015,0125093031.90,35.5054,27.4497,29,3.0,0.220,1,0
295274.,2015,0125195303.25,35.7307,26.9299,15,3.2,0.181,3,0
295276.,2015,0125201843.67,42.7457,20.3364,8,3.3,0.220,1,0
295278.,2015,0125232953.09,34.4848,23.4523,56,3.1,0.246,2,0
295279.,2015,0125235020.60,40.3283,26.0763,11,3.0,0.158,3,0
295288.,2015,0126123547.53,36.5368,27.1162,15,3.0,0.220,1,0
295294.,2015,0126162026.63,36.0138,22.7353,30,3.2,0.220,2,0
295296.,2015,0126170827.00,40.0560,28.5822,6,3.3,0.230,1,0
295316.,2015,0127083256.16,38.7062,22.6315,10,3.1,0.220,2,0
295319.,2015,0127094324.80,37.3502,21.3945,0,3.4,0.220,2,0
295323.,2015,0127145432.93,34.6838,26.3802,13,3.5,0.110,5,0
295324.,2015,0127150157.50,37.5193,20.9000,7,3.2,0.220,2,0
295338.,2015,0128002341.29,39.7093,20.7000,10,3.0,0.220,1,0
295342.,2015,0128022523.62,38.4328,21.8142,13,3.0,0.220,2,0
295348.,2015,0128084119.40,34.4995,23.3358,10,3.4,0.220,1,0
295352.,2015,0128103952.50,34.3470,23.4148,11,3.4,0.220,2,0
295354.,2015,0128130752.70,39.1417,23.2450,14,3.6,0.158,3,0
295359.,2015,0128155436.49,34.3540,25.1060,20,5.2,0.063,11,5
295366.,2015,0128184632.34,34.2661,25.1172,16,4.1,0.088,8,0
295370.,2015,0128231917.70,35.6047,26.6453,11,3.1,0.220,2,0
295371.,2015,0128232541.11,42.8822,21.0257,4,3.1,0.220,1,0
295380.,2015,0129031555.90,41.2553,20.8282,2,3.4,0.220,1,0
295382.,2015,0129034227.10,34.8717,24.3518,31,3.4,0.220,2,0
295386.,2015,0129061849.10,40.3330,26.0730,12,3.1,0.225,2,0
295389.,2015,0129081522.41,39.1335,23.2218,16,3.6,0.220,2,0
295413.,2015,0130082031.60,36.4773,21.8290,9,3.3,0.220,2,0
295414.,2015,0130125825.15,41.7243,19.3956,10,3.2,0.220,1,0
295415.,2015,0130144658.99,36.3743,27.7317,90,3.5,0.260,1,0
295417.,2015,0130160544.22,38.7388,25.7513,16,3.1,0.225,2,0
295419.,2015,0130180549.00,36.7250,26.3120,13,3.0,0.220,1,0
295421.,2015,0130185036.10,36.8203,22.1187,18,3.0,0.220,1,0
295423.,2015,0130190408.38,38.2185,20.4283,8,3.2,0.220,2,0
295426.,2015,0130222727.05,34.7278,24.7448,35,3.0,0.220,1,0
295428.,2015,0130234302.27,41.0485,20.1762,12,3.4,0.250,2,0
295434.,2015,0131024838.82,41.8958,19.5926,14,3.2,0.220,1,0
295440.,2015,0131130330.60,38.2550,22.0735,7,3.0,0.220,1,0
295444.,2015,0131184902.50,36.7612,27.4325,3,3.3,0.230,1,0
295447.,2015,0131214031.78,38.6958,23.4797,16,3.0,0.220,1,0
295448.,2015,0131222952.95,38.1263,20.4263,15,3.3,0.220,2,0
295457.,2015,0201104632.00,40.6955,27.4854,12,3.4,0.158,3,0
295458.,2015,0201105023.24,35.9337,22.6736,16,3.7,0.127,4,0
295459.,2015,0201114044.25,35.9497,22.5882,9,3.1,0.220,1,0
295460.,2015,0201125312.09,38.3007,20.4083,17,3.0,0.220,1,0
295472.,2015,0202020419.01,38.7270,23.1883,10,3.7,0.115,5,0
295473.,2015,0202025418.22,35.0504,24.8359,12,3.0,0.230,1,0
295476.,2015,0202044104.75,40.3345,26.0288,9,4.1,0.077,7,2
295479.,2015,0202055951.20,38.7110,27.2370,14,3.0,0.230,1,0
295494.,2015,0202143740.40,37.3128,26.7395,11,3.0,0.230,1,0
295501.,2015,0202210703.46,38.3793,21.8517,12,3.0,0.220,1,0
295509.,2015,0203014944.96,38.7270,20.6417,11,3.2,0.156,3,0
295512.,2015,0203040330.78,41.4263,20.2707,25,3.0,0.220,1,0
295514.,2015,0203044050.01,39.4515,25.9514,15,3.0,0.230,1,0
295528.,2015,0203194606.29,38.3080,20.4143,14,3.0,0.220,1,0
295547.,2015,0204134959.12,38.2962,20.4372,16,3.1,0.220,2,0
295555.,2015,0204181212.10,34.8963,27.1585,23,3.1,0.230,1,0
295557.,2015,0204182053.36,38.0768,22.8175,11,3.0,0.220,1,0
295558.,2015,0204182949.20,35.1882,27.0728,13,3.0,0.225,2,0
295568.,2015,0205061645.21,42.7576,26.1040,8,4.3,0.095,6,0
295572.,2015,0205073928.16,36.7673,27.4642,11,3.2,0.220,1,0
295573.,2015,0205081319.90,37.2648,28.3008,2,3.1,0.230,1,0
295577.,2015,0205115701.86,38.2814,20.4097,18,3.8,0.126,4,0
295578.,2015,0205115848.50,38.2937,20.4452,14,3.6,0.220,1,0
295582.,2015,0205140805.42,40.4393,26.1142,12,3.2,0.230,1,0
295583.,2015,0205161747.73,34.8220,25.4410,15,4.5,0.067,9,4
295585.,2015,0205163607.70,38.5244,20.5490,14,3.8,0.110,5,0
295592.,2015,0205193202.90,39.2177,26.1705,11,3.1,0.225,2,0
295596.,2015,0205201407.21,36.5867,26.7392,13,3.2,0.220,1,0
295604.,2015,0205234122.00,40.6605,29.1613,11,3.1,0.230,1,0
295605.,2015,0205234128.56,37.8658,21.2295,22,3.9,0.240,2,0
295608.,2015,0206030038.60,39.3352,23.8900,16,3.3,0.158,3,0
295610.,2015,0206030549.66,39.3388,23.9052,16,3.0,0.220,2,0
295613.,2015,0206041030.35,38.3093,20.4233,12,3.3,0.220,2,0
295619.,2015,0206062900.90,36.7995,27.5050,7,3.3,0.158,3,0
295622.,2015,0206083400.10,37.0560,28.5680,7,3.3,0.230,1,0
295630.,2015,0206113210.30,40.7167,29.1293,10,3.1,0.230,1,0
295631.,2015,0206120559.90,34.9595,26.8060,10,3.1,0.220,2,0
295636.,2015,0206165020.60,37.3026,26.7773,12,3.1,0.158,3,0
295637.,2015,0206165728.90,40.3270,26.0678,5,3.2,0.225,2,0
295641.,2015,0206180551.80,35.0768,26.7525,10,3.0,0.220,1,0
295642.,2015,0206182924.20,34.7550,25.0097,10,3.5,0.220,2,0
295644.,2015,0206193707.10,37.2492,27.5798,6,3.1,0.158,3,0
295653.,2015,0207015623.21,41.8650,20.1910,15,4.6,0.063,11,1
295660.,2015,0207021228.38,41.9857,20.2019,10,3.3,0.169,3,0
295699.,2015,0207220639.70,34.9762,24.1188,17,3.0,0.220,1,0
295710.,2015,0208052901.31,35.4564,22.5840,41,4.3,0.090,8,0
295712.,2015,0208081212.60,36.0383,23.4545,9,3.0,0.220,1,0
295721.,2015,0208174004.62,41.9445,21.0349,8,3.9,0.110,5,0
295725.,2015,0208205342.47,36.3814,22.0302,15,3.7,0.110,5,0
295746.,2015,0209084043.00,36.0652,26.9968,10,3.2,0.220,1,0
295757.,2015,0209164434.10,38.7092,22.6968,9,3.2,0.220,2,0
295763.,2015,0209192748.40,34.3813,23.5643,10,3.2,0.220,2,0
295768.,2015,0209232910.00,36.8123,27.4867,4,3.0,0.220,1,0
295775.,2015,0210053131.73,34.5150,28.4260,15,4.4,0.092,7,0
295779.,2015,0210081426.46,36.7822,21.8965,13,3.4,0.220,2,0
295780.,2015,0210094929.89,37.3198,20.4427,9,3.1,0.220,1,0
295783.,2015,0210132718.30,36.8105,26.8165,9,3.0,0.230,1,0
295787.,2015,0210205932.31,40.3045,19.7709,10,3.1,0.220,1,0
295797.,2015,0211062857.19,37.9582,21.4388,14,3.0,0.220,1,0
295809.,2015,0211202907.93,39.4002,23.9815,16,3.0,0.225,2,0
295812.,2015,0211233938.80,35.6387,27.7708,9,3.8,0.156,1,0
295818.,2015,0212023408.70,34.6983,25.1547,1,3.0,0.220,1,0
295835.,2015,0212133012.36,35.7965,25.5401,7,3.9,0.115,5,0
295840.,2015,0212160623.70,35.3075,23.2412,19,3.1,0.220,1,0
295859.,2015,0213083130.25,40.7875,19.5709,9,3.2,0.220,2,0
295866.,2015,0213120006.20,34.6893,24.2533,22,3.2,0.220,2,0
295869.,2015,0213131828.19,35.2998,26.0942,7,3.9,0.096,7,0
295873.,2015,0213142609.45,35.3087,26.0843,7,3.7,0.110,6,0
295876.,2015,0213171919.24,34.4775,24.3535,17,3.1,0.220,1,0
295881.,2015,0213193324.10,39.4137,26.2242,10,3.0,0.230,1,0
295882.,2015,0213195607.70,38.0375,23.7468,10,3.0,0.220,1,0
295884.,2015,0213222333.15,36.9716,23.2568,87,4.1,0.255,2,0
295889.,2015,0214012838.07,37.7768,24.0033,13,3.1,0.220,1,0
295898.,2015,0214075038.86,35.7471,22.0515,39,4.2,0.081,8,0
295900.,2015,0214090853.79,36.5743,21.6527,30,3.3,0.220,2,0
295915.,2015,0214194916.65,35.1067,27.4543,7,3.9,0.096,7,0
295919.,2015,0214211258.91,36.8044,28.9586,10,3.5,0.106,6,0
295931.,2015,0215061437.70,38.4352,26.4958,6,3.3,0.158,3,0
295934.,2015,0215074041.10,39.2685,27.4602,9,3.1,0.225,2,0
295964.,2015,0216031723.69,40.2646,19.7912,1,3.5,0.106,6,0
295970.,2015,0216061820.60,37.8170,29.6750,7,3.2,0.230,1,0
295982.,2015,0216202311.52,41.1512,19.9575,24,3.9,0.088,8,0
295987.,2015,0217021710.90,35.2197,27.2393,26,3.3,0.158,3,0
296004.,2015,0217212402.30,36.1135,27.0822,16,3.1,0.220,1,0
296011.,2015,0218030427.50,39.7995,23.2317,9,3.2,0.230,1,0
296014.,2015,0218062519.90,34.8548,24.0840,37,3.1,0.220,2,0
296016.,2015,0218082653.91,38.9154,26.2572,17,3.3,0.225,2,0
296023.,2015,0218161029.20,34.8200,23.9045,15,3.0,0.220,1,0
296025.,2015,0218181644.62,38.2209,20.3935,14,3.5,0.158,3,0
296028.,2015,0218192703.10,34.4988,24.3930,16,3.0,0.220,1,0
296046.,2015,0219114433.00,37.8508,21.0217,13,3.0,0.220,2,0
296049.,2015,0219143629.03,41.5696,20.5322,0,3.0,0.220,1,0
296052.,2015,0219162358.80,34.9022,24.5460,25,3.0,0.220,1,0
296054.,2015,0219170745.78,37.5903,19.7025,6,3.0,0.220,1,0
296058.,2015,0219195022.23,38.4267,20.5520,17,3.9,0.110,5,0
296072.,2015,0220014326.48,38.4187,20.5435,12,3.0,0.220,1,0
296079.,2015,0220084459.86,34.8380,24.4922,41,3.0,0.220,1,0
296091.,2015,0220130134.30,37.7245,21.2063,12,3.0,0.220,1,0
296100.,2015,0220203535.00,39.0563,26.4377,14,3.0,0.225,2,0
296108.,2015,0221033447.91,38.1948,20.3255,13,3.7,0.132,4,0
296131.,2015,0221132524.90,34.3365,23.5490,6,3.1,0.220,1,0
296136.,2015,0221225946.00,38.4212,20.5420,9,3.0,0.220,1,0
296140.,2015,0222005841.90,38.0867,22.8635,0,3.3,0.158,3,0
296148.,2015,0222042711.10,38.4215,20.5517,5,3.3,0.220,2,0
296149.,2015,0222043902.58,35.3208,27.7235,31,3.9,0.096,7,0
296150.,2015,0222044808.00,35.8687,24.8388,15,3.7,0.115,5,0
296151.,2015,0222051010.09,35.1830,26.1204,37,3.5,0.144,4,0
296154.,2015,0222090848.33,34.2624,25.7458,32,3.9,0.099,6,0
296157.,2015,0222093324.61,37.1832,23.2733,24,3.2,0.220,2,0
296194.,2015,0223005311.03,39.6571,27.8400,8,3.7,0.225,2,0
296196.,2015,0223014722.40,34.8990,25.4288,1,3.1,0.220,2,0
296211.,2015,0223112728.80,37.4458,21.6668,0,3.0,0.220,2,0
296216.,2015,0223124138.90,38.4293,20.5065,13,3.0,0.220,1,0
296220.,2015,0223125045.79,36.0702,23.4625,13,3.2,0.220,2,0
296225.,2015,0223174338.80,39.6642,27.8690,10,3.2,0.225,2,0
296227.,2015,0223180555.30,35.5487,26.9670,4,3.3,0.225,2,0
296229.,2015,0223191714.08,35.9139,22.3818,13,3.8,0.110,5,0
296236.,2015,0223210404.45,42.7457,20.3033,9,3.4,0.169,3,0
296242.,2015,0223220732.20,34.9120,24.2003,10,3.2,0.158,3,0
296243.,2015,0223225816.17,34.1498,25.1199,1,3.7,0.240,2,0
296244.,2015,0224000622.06,42.7296,20.3221,9,3.4,0.137,4,0
296250.,2015,0224044621.24,34.2199,25.0644,20,3.5,0.165,1,0
296252.,2015,0224051816.50,36.5367,27.1387,13,3.2,0.220,1,0
296261.,2015,0224123650.12,34.2266,25.2102,0,4.1,0.250,1,0
296269.,2015,0225013342.82,38.2260,21.6590,41,3.3,0.220,1,0
296273.,2015,0225035426.40,36.0292,29.0877,13,3.2,0.287,2,0
296279.,2015,0225061705.70,39.6700,27.8310,5,3.0,0.230,1,0
296284.,2015,0225081100.12,35.8781,22.3240,7,3.7,0.132,4,0
296302.,2015,0225151529.90,39.1500,27.9160,7,3.2,0.230,1,0
296312.,2015,0225222949.60,34.7130,24.8475,5,3.0,0.230,1,0
296323.,2015,0226041822.40,34.7017,24.8285,7,3.1,0.220,1,0
296327.,2015,0226063317.50,35.1117,24.2988,15,3.0,0.220,1,0
296328.,2015,0226072303.06,35.0405,29.4395,36,3.6,0.380,1,0
296337.,2015,0226154503.51,42.0983,20.5492,7,3.3,0.220,1,0
296348.,2015,0226204540.90,36.4887,25.4853,17,3.1,0.220,2,0
296356.,2015,0227021142.50,35.5920,27.7610,13,3.0,0.230,1,0
296369.,2015,0227104543.93,35.7840,25.4867,21,3.6,0.162,3,0
296371.,2015,0227124017.90,39.6585,27.8505,4,3.3,0.225,2,0
296387.,2015,0227222507.36,38.6716,26.3906,17,4.0,0.084,6,1
296388.,2015,0227223153.90,38.6850,26.4105,18,3.0,0.230,1,0
296410.,2015,0228170727.91,41.3221,20.2783,15,3.3,0.106,6,0
296424.,2015,0301061328.50,39.3540,29.0050,6,3.4,0.230,1,0
296426.,2015,0301062603.00,35.1377,22.9808,15,3.1,0.220,2,0
296436.,2015,0301094004.10,38.2742,22.6163,11,3.1,0.220,2,0
296437.,2015,0301101128.50,37.0790,28.6430,11,3.1,0.230,1,0
296446.,2015,0301170342.28,40.2423,19.7686,8,3.3,0.220,1,0
296456.,2015,0302043912.14,40.3005,19.7414,5,3.2,0.250,2,0
296466.,2015,0302135335.51,35.2538,28.0669,32,3.2,0.158,3,0
296484.,2015,0303092751.99,36.2863,22.0965,16,3.5,0.110,5,0
296489.,2015,0303130245.00,39.6497,27.8275,5,3.4,0.225,2,0
296502.,2015,0303201012.67,38.4315,20.5448,10,3.2,0.220,2,0
296515.,2015,0304050554.50,38.5648,26.4715,9,3.2,0.158,3,0
296516.,2015,0304051034.20,39.1277,27.9437,5,3.0,0.230,1,0
296534.,2015,0304185242.10,34.5788,23.9993,18,3.0,0.220,1,0
296537.,2015,0304221708.63,40.5568,19.9081,11,3.8,0.096,7,0
296541.,2015,0305001113.20,40.2043,25.1390,7,3.0,0.225,2,0
296550.,2015,0305044339.60,38.4177,20.5582,9,3.1,0.220,1,0
296551.,2015,0305044510.55,38.4173,20.5485,9,3.1,0.220,2,0
296572.,2015,0305182333.44,35.0299,26.3079,17,3.3,0.130,4,0
296580.,2015,0306034503.67,36.9740,27.2707,11,3.4,0.158,3,0
296585.,2015,0306060317.40,34.8143,25.1592,12,3.1,0.158,3,0
296605.,2015,0306232629.80,38.6800,26.4075,13,3.4,0.225,2,0
296607.,2015,0307001612.74,35.1078,24.3043,9,3.8,0.165,3,0
296610.,2015,0307011436.90,35.8495,28.1978,9,3.8,0.380,1,0
296616.,2015,0307040526.47,34.7370,24.8453,27,3.4,0.158,3,0
296618.,2015,0307053007.77,38.2382,20.3222,12,3.0,0.220,2,0
296627.,2015,0307135852.41,34.3428,23.3512,28,3.7,0.132,4,0
296628.,2015,0307141747.20,39.6637,27.8628,8,3.0,0.230,1,0
296630.,2015,0307192349.31,38.8693,23.5242,12,3.0,0.220,1,0
296644.,2015,0308034240.57,35.0736,24.9111,12,3.9,0.115,5,0
296655.,2015,0308063625.80,38.4167,20.5747,5,3.4,0.220,2,0
296679.,2015,0308161031.30,38.2814,22.2197,4,3.2,0.220,1,0
296681.,2015,0308164037.27,35.4650,27.4191,31,4.1,0.096,7,0
296682.,2015,0308165016.57,34.4628,26.5462,12,3.0,0.220,2,0
296684.,2015,0308180523.80,40.3490,27.6260,7,3.3,0.230,1,0
296686.,2015,0308185001.62,37.2008,23.3749,114,3.9,0.184,3,0
296689.,2015,0308203839.20,38.0972,20.4217,13,3.1,0.220,1,0
296697.,2015,0308214217.20,36.7170,25.6845,8,3.3,0.158,3,0
296698.,2015,0308220804.71,40.4128,26.0411,14,3.2,0.158,3,0
296706.,2015,0309001304.90,34.4365,26.5908,9,3.1,0.225,2,0
296711.,2015,0309032441.22,39.3102,24.0245,11,3.6,0.132,4,0
296726.,2015,0309121812.80,35.0445,24.9225,11,3.1,0.220,2,0
296727.,2015,0309121939.32,35.0462,24.9271,9,3.7,0.110,5,0
296729.,2015,0309162135.46,38.3257,20.3808,15,3.0,0.220,1,0
296736.,2015,0309191903.83,34.2533,26.4720,11,3.7,0.126,5,0
296737.,2015,0309203438.10,39.3480,29.0230,7,3.2,0.230,1,0
296744.,2015,0310023239.30,36.9612,26.6258,6,3.0,0.220,1,0
296747.,2015,0310035549.97,36.7429,21.4387,28,3.5,0.132,4,0
296749.,2015,0310050305.00,38.9130,27.8510,8,3.4,0.158,3,0
296763.,2015,0310122236.15,37.6899,26.9178,0,3.9,0.250,1,0
296764.,2015,0310124431.25,38.3893,21.9985,11,3.0,0.220,1,0
296793.,2015,0311004130.30,38.2780,22.2088,6,3.0,0.220,2,0
296796.,2015,0311040642.51,38.3049,22.2281,11,3.4,0.132,4,0
296798.,2015,0311050259.06,37.8303,29.6652,1,3.6,0.230,1,0
296803.,2015,0311084002.63,37.2476,20.8029,13,3.3,0.220,2,0
296821.,2015,0311234032.38,35.4932,27.7643,10,3.8,0.099,6,0
296824.,2015,0312003922.14,35.4630,27.8160,10,4.5,0.067,9,3
296825.,2015,0312010404.81,35.5989,27.7949,9,3.1,0.158,3,0
296843.,2015,0312123348.38,37.8003,21.1557,14,3.2,0.220,2,0
296856.,2015,0312202410.32,35.5059,27.8262,16,4.0,0.096,7,0
296863.,2015,0313005115.24,35.7282,28.5766,32,3.2,0.279,2,0
296870.,2015,0313030654.63,38.9168,24.0230,15,3.0,0.220,1,0
